seg	tick	x	y	z	vx	vy	vz	fx	fy	fz	ux	uy	uz	avx	avy	avz	ground	boost
land_nose_down	44	0	0	270.23	0	0	-251.571	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	46	0	0	265.9	0	0	-262.391	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	48	0	0	261.39	0	0	-273.211	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	50	0	0	256.7	0	0	-284.031	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	52	0	0	251.83	0	0	-294.851	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	54	0	0	246.78	0	0	-305.671	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	56	0	0	241.55	0	0	-316.491	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	58	0	0	236.14	0	0	-327.311	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	60	0	0	230.55	0	0	-338.131	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	62	0	0	224.78	0	0	-348.951	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	64	0	0	218.83	0	0	-359.771	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	66	0	0	212.7	0	0	-370.591	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	68	0	0	206.39	0	0	-381.411	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	70	0	0	199.9	0	0	-392.231	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	72	0	0	193.23	0	0	-403.051	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	74	0	0	186.38	0	0	-413.871	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	76	0	0	179.35	0	0	-424.691	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	78	0	0	172.14	0	0	-435.511	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	80	0	0	164.75	0	0	-446.331	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	82	0	0	157.18	0	0	-457.151	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	84	0	0	149.43	0	0	-467.971	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	86	0	0	141.5	0	0	-478.791	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	88	0	0	133.38	0	0	-489.611	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	90	0	0	125.08	0	0	-500.431	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	92	0	0	116.6	0	0	-511.251	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	94	0	0	107.94	0	0	-522.071	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	96	0	0	99.1	0	0	-532.891	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	98	0	0	90.08	0	0	-543.711	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	100	0	0	80.88	0	0	-554.531	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	102	0	0	71.5	0	0	-565.351	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	104	0	0	61.94	0	0	-576.171	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	106	0	0	52.2	0	0	-586.991	0.90035	0	-0.435167	0.435167	0	0.90035	0	0	0	0	100
land_nose_down	108	0	0	42.59	0	0	-560.331	0.903784	0	-0.427988	0.427988	0	0.903784	0	-0.95711	0	0	100
land_nose_down	110	-0.06	0	34.06	-4.361	0	-496.001	0.92144	0	-0.388522	0.388522	0	0.92144	0	-3.16561	0	0	100
land_nose_down	112	-0.18	0	27.67	-8.721	0	-361.681	0.95884	0	-0.283948	0.283948	0	0.95884	0	-5.50001	0	0	100
land_nose_down	114	-0.38	0	22.33	-13.081	0	-309.651	0.984379	0	-0.176061	0.176061	0	0.984379	0	-5.50001	0	0	100
land_nose_down	116	-0.92	0	18.5	-46.611	0	-206.291	0.995222	0	-0.0976355	0.0976355	0	0.995222	0	-4.41291	0	1	100
land_nose_down	118	-1.8	0	16.02	-55.351	0	-130.911	0.999102	0	-0.0423635	0.0423635	0	0.999102	0	-2.96431	0	1	100
